state,candidate,total_votes,party,Election Year
South Dakota,John Kasich,23,Republican,2016
South Dakota,Ted Cruz,43,Republican,2016
South Dakota,Donald Trump,90,Republican,2016
South Dakota,John Kasich,26,Republican,2016
South Dakota,Ted Cruz,54,Republican,2016
South Dakota,Donald Trump,452,Republican,2016
South Dakota,John Kasich,55,Republican,2016
South Dakota,Ted Cruz,74,Republican,2016
South Dakota,Donald Trump,384,Republican,2016
South Dakota,John Kasich,76,Republican,2016
South Dakota,Ted Cruz,110,Republican,2016
South Dakota,Donald Trump,644,Republican,2016
South Dakota,John Kasich,140,Republican,2016
South Dakota,Ted Cruz,161,Republican,2016
South Dakota,Donald Trump,774,Republican,2016
South Dakota,John Kasich,112,Republican,2016
South Dakota,Ted Cruz,142,Republican,2016
South Dakota,Donald Trump,646,Republican,2016
South Dakota,John Kasich,184,Republican,2016
South Dakota,Ted Cruz,186,Republican,2016
South Dakota,Donald Trump,79,Republican,2016
South Dakota,John Kasich,11,Republican,2016
South Dakota,Ted Cruz,25,Republican,2016
Tennessee,Bernie Sanders,1845,Democrat,2016
Tennessee,Hillary Clinton,2328,Democrat,2016
Tennessee,Bernie Sanders,523,Democrat,2016
Tennessee,Hillary Clinton,1208,Democrat,2016
Tennessee,Bernie Sanders,287,Democrat,2016
Tennessee,Hillary Clinton,560,Democrat,2016
Tennessee,Bernie Sanders,215,Democrat,2016
Tennessee,Hillary Clinton,398,Democrat,2016
Tennessee,Bernie Sanders,2362,Democrat,2016
Tennessee,Hillary Clinton,2736,Democrat,2016
Tennessee,Bernie Sanders,1302,Democrat,2016
Tennessee,Hillary Clinton,1644,Democrat,2016
Tennessee,Bernie Sanders,302,Democrat,2016
Tennessee,Hillary Clinton,656,Democrat,2016
Tennessee,Bernie Sanders,218,Democrat,2016
Tennessee,Hillary Clinton,439,Democrat,2016
Tennessee,Bernie Sanders,307,Democrat,2016
Tennessee,Hillary Clinton,721,Democrat,2016
Tennessee,Bernie Sanders,828,Democrat,2016
Tennessee,Hillary Clinton,774,Democrat,2016
Tennessee,Bernie Sanders,801,Democrat,2016
Tennessee,Hillary Clinton,1065,Democrat,2016
Tennessee,Bernie Sanders,143,Democrat,2016
Tennessee,Hillary Clinton,342,Democrat,2016
Tennessee,Bernie Sanders,312,Democrat,2016
Tennessee,Hillary Clinton,544,Democrat,2016
Tennessee,Bernie Sanders,103,Democrat,2016
Tennessee,Hillary Clinton,270,Democrat,2016
Tennessee,Bernie Sanders,361,Democrat,2016
Tennessee,Hillary Clinton,463,Democrat,2016
Tennessee,Bernie Sanders,831,Democrat,2016
Tennessee,Hillary Clinton,1503,Democrat,2016
Tennessee,Bernie Sanders,103,Democrat,2016
Tennessee,Hillary Clinton,424,Democrat,2016
Tennessee,Bernie Sanders,888,Democrat,2016
Tennessee,Hillary Clinton,1312,Democrat,2016
Tennessee,Bernie Sanders,22620,Democrat,2016
Tennessee,Hillary Clinton,43691,Democrat,2016
Tennessee,Bernie Sanders,286,Democrat,2016
Tennessee,Hillary Clinton,641,Democrat,2016
Tennessee,Bernie Sanders,131,Democrat,2016
Tennessee,Hillary Clinton,330,Democrat,2016
Tennessee,Bernie Sanders,696,Democrat,2016
Tennessee,Hillary Clinton,1497,Democrat,2016
Tennessee,Bernie Sanders,304,Democrat,2016
Tennessee,Hillary Clinton,822,Democrat,2016
Tennessee,Bernie Sanders,362,Democrat,2016
Tennessee,Hillary Clinton,2003,Democrat,2016
Tennessee,Bernie Sanders,191,Democrat,2016
Tennessee,Hillary Clinton,352,Democrat,2016
Tennessee,Bernie Sanders,809,Democrat,2016
Tennessee,Hillary Clinton,1590,Democrat,2016
Tennessee,Bernie Sanders,427,Democrat,2016
Tennessee,Hillary Clinton,1549,Democrat,2016
Tennessee,Bernie Sanders,315,Democrat,2016
Tennessee,Hillary Clinton,915,Democrat,2016
Tennessee,Bernie Sanders,164,Democrat,2016
Tennessee,Hillary Clinton,283,Democrat,2016
Tennessee,Bernie Sanders,892,Democrat,2016
Tennessee,Hillary Clinton,1079,Democrat,2016
Tennessee,Bernie Sanders,204,Democrat,2016
Tennessee,Hillary Clinton,445,Democrat,2016
Tennessee,Bernie Sanders,682,Democrat,2016
Tennessee,Hillary Clinton,951,Democrat,2016
Tennessee,Bernie Sanders,8411,Democrat,2016
Tennessee,Hillary Clinton,15598,Democrat,2016
Tennessee,Bernie Sanders,66,Democrat,2016
Tennessee,Hillary Clinton,80,Democrat,2016
Tennessee,Bernie Sanders,225,Democrat,2016
Tennessee,Hillary Clinton,1721,Democrat,2016
Tennessee,Bernie Sanders,229,Democrat,2016
Tennessee,Hillary Clinton,591,Democrat,2016
Tennessee,Bernie Sanders,587,Democrat,2016
Tennessee,Hillary Clinton,906,Democrat,2016
Tennessee,Bernie Sanders,143,Democrat,2016
Tennessee,Hillary Clinton,1197,Democrat,2016
Tennessee,Bernie Sanders,191,Democrat,2016
Tennessee,Hillary Clinton,443,Democrat,2016
Tennessee,Bernie Sanders,434,Democrat,2016
Tennessee,Hillary Clinton,957,Democrat,2016
Tennessee,Bernie Sanders,323,Democrat,2016
Tennessee,Hillary Clinton,543,Democrat,2016
Tennessee,Bernie Sanders,141,Democrat,2016
Tennessee,Hillary Clinton,320,Democrat,2016
Tennessee,Bernie Sanders,332,Democrat,2016
Tennessee,Hillary Clinton,737,Democrat,2016
Tennessee,Bernie Sanders,196,Democrat,2016
Tennessee,Hillary Clinton,407,Democrat,2016
Tennessee,Bernie Sanders,592,Democrat,2016
Tennessee,Hillary Clinton,735,Democrat,2016
Tennessee,Bernie Sanders,223,Democrat,2016
Tennessee,Hillary Clinton,245,Democrat,2016
Tennessee,Bernie Sanders,12334,Democrat,2016
Tennessee,Hillary Clinton,13137,Democrat,2016
Tennessee,Bernie Sanders,47,Democrat,2016
Tennessee,Hillary Clinton,186,Democrat,2016
Tennessee,Bernie Sanders,194,Democrat,2016
Tennessee,Hillary Clinton,1035,Democrat,2016
Tennessee,Bernie Sanders,893,Democrat,2016
Tennessee,Hillary Clinton,1332,Democrat,2016
Tennessee,Bernie Sanders,228,Democrat,2016
Tennessee,Hillary Clinton,232,Democrat,2016
Tennessee,Bernie Sanders,328,Democrat,2016
Tennessee,Hillary Clinton,728,Democrat,2016
Tennessee,Bernie Sanders,638,Democrat,2016
Tennessee,Hillary Clinton,1026,Democrat,2016
Tennessee,Bernie Sanders,169,Democrat,2016
Tennessee,Hillary Clinton,343,Democrat,2016
Tennessee,Bernie Sanders,999,Democrat,2016
Tennessee,Hillary Clinton,4351,Democrat,2016
Tennessee,Bernie Sanders,559,Democrat,2016
Tennessee,Hillary Clinton,1046,Democrat,2016
Tennessee,Bernie Sanders,384,Democrat,2016
Tennessee,Hillary Clinton,838,Democrat,2016
Tennessee,Bernie Sanders,1305,Democrat,2016
Tennessee,Hillary Clinton,2366,Democrat,2016
Tennessee,Bernie Sanders,619,Democrat,2016
Tennessee,Hillary Clinton,1027,Democrat,2016
Tennessee,Bernie Sanders,229,Democrat,2016
Tennessee,Hillary Clinton,719,Democrat,2016
Tennessee,Bernie Sanders,162,Democrat,2016
Tennessee,Hillary Clinton,354,Democrat,2016
Tennessee,Bernie Sanders,596,Democrat,2016
Tennessee,Hillary Clinton,1232,Democrat,2016
Tennessee,Bernie Sanders,2833,Democrat,2016
Tennessee,Hillary Clinton,5555,Democrat,2016
Tennessee,Bernie Sanders,93,Democrat,2016
Tennessee,Hillary Clinton,209,Democrat,2016
Tennessee,Bernie Sanders,225,Democrat,2016
Tennessee,Hillary Clinton,356,Democrat,2016
Tennessee,Bernie Sanders,345,Democrat,2016
Tennessee,Hillary Clinton,760,Democrat,2016
Tennessee,Bernie Sanders,477,Democrat,2016
Tennessee,Hillary Clinton,885,Democrat,2016
Tennessee,Bernie Sanders,108,Democrat,2016
Tennessee,Hillary Clinton,215,Democrat,2016
Tennessee,Bernie Sanders,64,Democrat,2016
Tennessee,Hillary Clinton,214,Democrat,2016
Tennessee,Bernie Sanders,557,Democrat,2016
Tennessee,Hillary Clinton,757,Democrat,2016
Tennessee,Bernie Sanders,1692,Democrat,2016
Tennessee,Hillary Clinton,1916,Democrat,2016
Tennessee,Bernie Sanders,331,Democrat,2016
Tennessee,Hillary Clinton,503,Democrat,2016
Tennessee,Bernie Sanders,916,Democrat,2016
Tennessee,Hillary Clinton,1454,Democrat,2016
Tennessee,Bernie Sanders,827,Democrat,2016
Tennessee,Hillary Clinton,1918,Democrat,2016
Tennessee,Bernie Sanders,6016,Democrat,2016
Tennessee,Hillary Clinton,8243,Democrat,2016
Tennessee,Bernie Sanders,180,Democrat,2016
Tennessee,Hillary Clinton,273,Democrat,2016
Tennessee,Bernie Sanders,206,Democrat,2016
Tennessee,Hillary Clinton,273,Democrat,2016
Tennessee,Bernie Sanders,1241,Democrat,2016
Tennessee,Hillary Clinton,1259,Democrat,2016
Tennessee,Bernie Sanders,15985,Democrat,2016
Tennessee,Hillary Clinton,66465,Democrat,2016
Tennessee,Bernie Sanders,253,Democrat,2016
Tennessee,Hillary Clinton,654,Democrat,2016
Tennessee,Bernie Sanders,244,Democrat,2016
Tennessee,Hillary Clinton,527,Democrat,2016
Tennessee,Bernie Sanders,2153,Democrat,2016
Tennessee,Hillary Clinton,2653,Democrat,2016
Tennessee,Bernie Sanders,2262,Democrat,2016
Tennessee,Hillary Clinton,4225,Democrat,2016
Tennessee,Bernie Sanders,574,Democrat,2016
Tennessee,Hillary Clinton,1454,Democrat,2016
Tennessee,Bernie Sanders,113,Democrat,2016
Tennessee,Hillary Clinton,321,Democrat,2016
Tennessee,Bernie Sanders,272,Democrat,2016
Tennessee,Hillary Clinton,244,Democrat,2016
Tennessee,Bernie Sanders,196,Democrat,2016
Tennessee,Hillary Clinton,316,Democrat,2016
Tennessee,Bernie Sanders,96,Democrat,2016
Tennessee,Hillary Clinton,242,Democrat,2016
Tennessee,Bernie Sanders,671,Democrat,2016
Tennessee,Hillary Clinton,1318,Democrat,2016
Tennessee,Bernie Sanders,2833,Democrat,2016
Tennessee,Hillary Clinton,2444,Democrat,2016
Tennessee,Bernie Sanders,113,Democrat,2016
Tennessee,Hillary Clinton,208,Democrat,2016
Tennessee,Bernie Sanders,452,Democrat,2016
Tennessee,Hillary Clinton,860,Democrat,2016
Tennessee,Bernie Sanders,401,Democrat,2016
Tennessee,Hillary Clinton,688,Democrat,2016
Tennessee,Bernie Sanders,3911,Democrat,2016
Tennessee,Hillary Clinton,6055,Democrat,2016
Tennessee,Bernie Sanders,2102,Democrat,2016
Tennessee,Hillary Clinton,3873,Democrat,2016
Tennessee,Ben Carson,862,Republican,2016
Tennessee,Donald Trump,4298,Republican,2016
Tennessee,John Kasich,563,Republican,2016
Tennessee,Marco Rubio,2340,Republican,2016
Tennessee,Ted Cruz,2450,Republican,2016
Tennessee,Ben Carson,475,Republican,2016
Tennessee,Donald Trump,3081,Republican,2016
Tennessee,John Kasich,200,Republican,2016
Tennessee,Marco Rubio,821,Republican,2016
Tennessee,Ted Cruz,1654,Republican,2016
Tennessee,Ben Carson,123,Republican,2016
Tennessee,Donald Trump,1154,Republican,2016
Tennessee,John Kasich,73,Republican,2016
Tennessee,Marco Rubio,278,Republican,2016
Tennessee,Ted Cruz,569,Republican,2016
Tennessee,Ben Carson,166,Republican,2016
Tennessee,Donald Trump,1009,Republican,2016
Tennessee,John Kasich,56,Republican,2016
Tennessee,Marco Rubio,285,Republican,2016
Tennessee,Ted Cruz,487,Republican,2016
Tennessee,Ben Carson,1729,Republican,2016
Tennessee,Donald Trump,8009,Republican,2016
Tennessee,John Kasich,1170,Republican,2016
Tennessee,Marco Rubio,5067,Republican,2016
Tennessee,Ted Cruz,4721,Republican,2016
Tennessee,Ben Carson,1719,Republican,2016
Tennessee,Donald Trump,6103,Republican,2016
Tennessee,John Kasich,790,Republican,2016
Tennessee,Marco Rubio,4066,Republican,2016
Tennessee,Ted Cruz,3625,Republican,2016
Tennessee,Ben Carson,289,Republican,2016
Tennessee,Donald Trump,2198,Republican,2016
Tennessee,John Kasich,146,Republican,2016
Tennessee,Marco Rubio,705,Republican,2016
Tennessee,Ted Cruz,831,Republican,2016
Tennessee,Ben Carson,159,Republican,2016
Tennessee,Donald Trump,1244,Republican,2016
Tennessee,John Kasich,50,Republican,2016
Tennessee,Marco Rubio,195,Republican,2016
Tennessee,Ted Cruz,657,Republican,2016
Tennessee,Ben Carson,313,Republican,2016
Tennessee,Donald Trump,1579,Republican,2016
Tennessee,John Kasich,146,Republican,2016
Tennessee,Marco Rubio,573,Republican,2016
Tennessee,Ted Cruz,967,Republican,2016
Tennessee,Ben Carson,699,Republican,2016
Tennessee,Donald Trump,4266,Republican,2016
Tennessee,John Kasich,314,Republican,2016
Tennessee,Marco Rubio,1757,Republican,2016
Tennessee,Ted Cruz,2352,Republican,2016
Tennessee,Ben Carson,419,Republican,2016
Tennessee,Donald Trump,2530,Republican,2016
Tennessee,John Kasich,211,Republican,2016
Tennessee,Marco Rubio,848,Republican,2016
Tennessee,Ted Cruz,1624,Republican,2016
Tennessee,Ben Carson,319,Republican,2016
Tennessee,Donald Trump,1023,Republican,2016
Tennessee,John Kasich,63,Republican,2016
Tennessee,Marco Rubio,379,Republican,2016
Tennessee,Ted Cruz,651,Republican,2016
Tennessee,Ben Carson,200,Republican,2016
Tennessee,Donald Trump,2022,Republican,2016
Tennessee,John Kasich,118,Republican,2016
Tennessee,Marco Rubio,540,Republican,2016
Tennessee,Ted Cruz,802,Republican,2016
Tennessee,Ben Carson,66,Republican,2016
Tennessee,Donald Trump,600,Republican,2016
Tennessee,John Kasich,37,Republican,2016
Tennessee,Marco Rubio,146,Republican,2016
Tennessee,Ted Cruz,180,Republican,2016
Tennessee,Ben Carson,355,Republican,2016
Tennessee,Donald Trump,3200,Republican,2016
Tennessee,John Kasich,207,Republican,2016
Tennessee,Marco Rubio,765,Republican,2016
Tennessee,Ted Cruz,1296,Republican,2016
Tennessee,Ben Carson,702,Republican,2016
Tennessee,Donald Trump,3516,Republican,2016
Tennessee,John Kasich,391,Republican,2016
Tennessee,Marco Rubio,1307,Republican,2016
Tennessee,Ted Cruz,2194,Republican,2016
Tennessee,Ben Carson,189,Republican,2016
Tennessee,Donald Trump,995,Republican,2016
Tennessee,John Kasich,54,Republican,2016
Tennessee,Marco Rubio,275,Republican,2016
Tennessee,Ted Cruz,538,Republican,2016
Tennessee,Ben Carson,791,Republican,2016
Tennessee,Donald Trump,5152,Republican,2016
Tennessee,John Kasich,667,Republican,2016
Tennessee,Marco Rubio,1972,Republican,2016
Tennessee,Ted Cruz,3064,Republican,2016
Tennessee,Ben Carson,3627,Republican,2016
Tennessee,Donald Trump,17082,Republican,2016
Tennessee,John Kasich,4865,Republican,2016
Tennessee,Marco Rubio,16161,Republican,2016
Tennessee,Ted Cruz,12115,Republican,2016
Tennessee,Ben Carson,175,Republican,2016
Tennessee,Donald Trump,1240,Republican,2016
Tennessee,John Kasich,88,Republican,2016
Tennessee,Marco Rubio,344,Republican,2016
Tennessee,Ted Cruz,600,Republican,2016
Tennessee,Ben Carson,110,Republican,2016
Tennessee,Donald Trump,842,Republican,2016
Tennessee,John Kasich,46,Republican,2016
Tennessee,Marco Rubio,199,Republican,2016
Tennessee,Ted Cruz,367,Republican,2016
Tennessee,Ben Carson,520,Republican,2016
Tennessee,Donald Trump,2730,Republican,2016
Tennessee,John Kasich,198,Republican,2016
Tennessee,Marco Rubio,924,Republican,2016
Tennessee,Ted Cruz,1764,Republican,2016
Tennessee,Ben Carson,361,Republican,2016
Tennessee,Donald Trump,2400,Republican,2016
Tennessee,John Kasich,136,Republican,2016
Tennessee,Marco Rubio,812,Republican,2016
Tennessee,Ted Cruz,1268,Republican,2016
Tennessee,Ben Carson,430,Republican,2016
Tennessee,Donald Trump,2879,Republican,2016
Tennessee,John Kasich,210,Republican,2016
Tennessee,Marco Rubio,1121,Republican,2016
Tennessee,Ted Cruz,2520,Republican,2016
Tennessee,Ben Carson,147,Republican,2016
Tennessee,Donald Trump,1418,Republican,2016
Tennessee,John Kasich,73,Republican,2016
Tennessee,Marco Rubio,324,Republican,2016
Tennessee,Ted Cruz,900,Republican,2016
Tennessee,Ben Carson,556,Republican,2016
Tennessee,Donald Trump,3072,Republican,2016
Tennessee,John Kasich,261,Republican,2016
Tennessee,Marco Rubio,948,Republican,2016
Tennessee,Ted Cruz,1448,Republican,2016
Tennessee,Ben Carson,762,Republican,2016
Tennessee,Donald Trump,2878,Republican,2016
Tennessee,John Kasich,218,Republican,2016
Tennessee,Marco Rubio,1014,Republican,2016
Tennessee,Ted Cruz,1911,Republican,2016
Tennessee,Ben Carson,273,Republican,2016
Tennessee,Donald Trump,1910,Republican,2016
Tennessee,John Kasich,95,Republican,2016
Tennessee,Marco Rubio,527,Republican,2016
Tennessee,Ted Cruz,899,Republican,2016
Tennessee,Ben Carson,171,Republican,2016
Tennessee,Donald Trump,1767,Republican,2016
Tennessee,John Kasich,111,Republican,2016
Tennessee,Marco Rubio,557,Republican,2016
Tennessee,Ted Cruz,794,Republican,2016
Tennessee,Ben Carson,860,Republican,2016
Tennessee,Donald Trump,5016,Republican,2016
Tennessee,John Kasich,442,Republican,2016
Tennessee,Marco Rubio,1845,Republican,2016
Tennessee,Ted Cruz,2569,Republican,2016
Tennessee,Ben Carson,141,Republican,2016
Tennessee,Donald Trump,912,Republican,2016
Tennessee,John Kasich,30,Republican,2016
Tennessee,Marco Rubio,133,Republican,2016
Tennessee,Ted Cruz,382,Republican,2016
Tennessee,Ben Carson,827,Republican,2016
Tennessee,Donald Trump,4690,Republican,2016
Tennessee,John Kasich,492,Republican,2016
Tennessee,Marco Rubio,1954,Republican,2016
Tennessee,Ted Cruz,2231,Republican,2016
Tennessee,Ben Carson,5075,Republican,2016
Tennessee,Donald Trump,16985,Republican,2016
Tennessee,John Kasich,3641,Republican,2016
Tennessee,Marco Rubio,14391,Republican,2016
Tennessee,Ted Cruz,9625,Republican,2016
Tennessee,Ben Carson,40,Republican,2016
Tennessee,Donald Trump,433,Republican,2016
Tennessee,John Kasich,32,Republican,2016
Tennessee,Marco Rubio,150,Republican,2016
Tennessee,Ted Cruz,208,Republican,2016
Tennessee,Ben Carson,216,Republican,2016
Tennessee,Donald Trump,1170,Republican,2016
Tennessee,John Kasich,58,Republican,2016
Tennessee,Marco Rubio,315,Republican,2016
Tennessee,Ted Cruz,571,Republican,2016
Tennessee,Ben Carson,283,Republican,2016
Tennessee,Donald Trump,2094,Republican,2016
Tennessee,John Kasich,161,Republican,2016
Tennessee,Marco Rubio,597,Republican,2016
Tennessee,Ted Cruz,629,Republican,2016
Tennessee,Ben Carson,572,Republican,2016
Tennessee,Donald Trump,4426,Republican,2016
Tennessee,John Kasich,361,Republican,2016
Tennessee,Marco Rubio,1460,Republican,2016
Tennessee,Ted Cruz,2056,Republican,2016
Tennessee,Ben Carson,106,Republican,2016
Tennessee,Donald Trump,613,Republican,2016
Tennessee,John Kasich,55,Republican,2016
Tennessee,Marco Rubio,224,Republican,2016
Tennessee,Ted Cruz,475,Republican,2016
Tennessee,Ben Carson,363,Republican,2016
Tennessee,Donald Trump,1836,Republican,2016
Tennessee,John Kasich,141,Republican,2016
Tennessee,Marco Rubio,571,Republican,2016
Tennessee,Ted Cruz,965,Republican,2016
